Name,
606.376,
578.427,
530.067,
470.927,
403.033,
323.402,
231.027,
127.355,
21.706,
-70.052,
-137.941,
-178.474,
-195.533,
-200.08,
-198.846,
-193.755,
-184.276,
-167.342,
-143.002,
-114.421,
-85.146,
-58.803,
-37.643,
-22.429,
-13.213,
-9.411,
-10.141,
-14.294,
-20.547,
-27.712,
-34.489,
-39.641,
-42.561,
-43.118,
-41.517,
-38.308,
-34.113,
-29.482,
-25.124,
-21.778,
-19.804,
-19.294,
-20.14,
-22.017,
-24.598,
-27.608,
-30.706,
-33.54,
-35.908,
-37.686,
-38.814,
-39.322,
-39.224,
-38.529,
-37.289,
-35.556,
-33.378,
-30.813,
-27.925,
-24.782,
-21.477,
-18.093,
-14.693,
-11.334,
-8.054,
-4.887,
-1.87,
0.973,
3.635,
6.108,
8.395,
10.492,
12.397,
14.121,
15.683,
17.112,
18.439,
19.69,
20.882,
22.033,
23.157,
24.266,
25.371,
26.479,
27.593,
28.719,
29.864,
31.038,
32.255,
33.523,
34.849,
36.242,
37.709,
39.258,
40.9,
42.645,
44.501,
46.478,
48.588,
50.842,
53.251,
55.824,
58.571,
61.496,
64.607,
67.908,
71.404,
75.096,
78.987,
83.077,
87.365,
91.851,
96.533,
101.407,
106.468,
111.71,
117.126,
122.71,
128.451,
134.339,
140.363,
146.51,
152.767,
159.119,
165.551,
172.045,
178.584,
185.149,
191.719,
198.275,
204.795,
211.256,
217.636,
223.912,
230.063,
236.066,
241.899,
247.538,
252.962,
258.149,
263.079,
267.73,
272.08,
276.107,
279.791,
283.116,
286.063,
288.618,
290.765,
292.491,
293.784,
294.637,
295.041,
294.989,
294.47,
293.477,
292.007,
290.063,
287.656,
284.794,
281.486,
277.743,
273.582,
269.024,
264.086,
258.78,
253.113,
247.09,
240.724,
234.038,
227.059,
219.818,
212.338,
204.632,
196.714,
188.604,
180.321,
171.884,
163.299,
154.567,
145.706,
136.75,
127.754,
118.772,
109.844,
100.999,
92.258,
83.646,
75.194,
66.936,
58.905,
51.122,
43.611,
36.404,
29.544,
23.08,
17.038,
11.415,
6.181,
1.311,
-3.21,
-7.389,
-11.23,
-14.745,
-17.952,
-20.866,
-23.496,
-25.845,
-27.925,
-29.76,
-31.387,
-32.847,
-34.164,
-35.341,
-36.365,
-37.226,
-37.926,
-38.47,
-38.866,
-39.112,
-39.209,
-39.168,
-39.004,
-38.737,
-38.38,
-37.938,
-37.406,
-36.783,
-36.073,
-35.29,
-34.452,
-33.576,
-32.674,
-31.756,
-30.835,
-29.924,
-29.035,
-28.171,
-27.334,
-26.522,
-25.737,
-24.983,
-24.265,
-23.587,
-22.951,
-22.357,
-21.804,
-21.292,
-20.82,
-20.386,
-19.988,
-19.623,
-19.287,
-18.98,
-18.702,
-18.451,
-18.227,
-18.028,
-17.852,
-17.697,
-17.563,
-17.448,
-17.349,
-17.263,
-17.191,
-17.129,
-17.077,
-17.033,
-16.996,
-16.965,
-16.939,
-16.917,
-16.897,
-16.879,
-16.863,
-16.848,
-16.833,
-16.818,
-16.803,
-16.788,
-16.772,
-16.756,
-16.741,
-16.725,
-16.71,
-16.696,
-16.683,
-16.672,
-16.663,
-16.656,
-16.653,
-16.652,
-16.654,
-16.66,
-16.67,
-16.685,
-16.706,
-16.732,
-16.764,
-16.803,
-16.849,
-16.905,
-16.969,
-17.043,
-17.129,
-17.226,
-17.335,
-17.459,
-17.596,
-17.749,
-17.919,
-18.106,
-18.311,
-18.535,
-18.78,
-19.045,
-19.331,
-19.64,
-19.973,
-20.329,
-20.709,
-21.114,
-21.545,
-22.003,
-22.487,
-22.998,
-23.536,
-24.102,
-24.696,
-25.318,
-25.967,
-26.644,
-27.346,
-28.075,
-28.829,
-29.606,
-30.406,
-31.228,
-32.07,
-32.931,
-33.809,
-34.703,
-35.611,
-36.53,
-37.46,
-38.398,
-39.343,
-40.292,
-41.245,
-42.198,
-43.152,
-44.103,
-45.05,
-45.993,
-46.929,
-47.857,
-48.777,
-49.686,
-50.584,
-51.47,
-52.344,
-53.204,
-54.052,
-54.887,
-55.709,
-56.518,
-57.315,
-58.1,
-58.874,
-59.638,
-60.392,
-61.138,
-61.876,
-62.606,
-63.331,
-64.05,
-64.764,
-65.474,
-66.18,
-66.882,
-67.58,
-68.274,
-68.964,
-69.648,
-70.325,
-70.996,
-71.656,
-72.306,
-72.943,
-73.564,
-74.167,
-74.748,
-75.305,
-75.834,
-76.33,
-76.791,
-77.211,
-77.587,
-77.913,
-78.185,
-78.399,
-78.549,
-78.63,
-78.639,
-78.57,
-78.419,
-78.183,
-77.858,
-77.44,
-76.927,
-76.315,
-75.604,
-74.792,
-73.877,
-72.859,
-71.74,
-70.519,
-69.198,
-67.781,
-66.269,
-64.667,
-62.979,
-61.21,
-59.365,
-57.452,
-55.476,
-53.446,
-51.368,
-49.252,
-47.106,
-44.941,
-42.766,
-40.591,
-38.426,
-36.283,
-34.172,
-32.104,
-30.09,
-28.141,
-26.266,
-24.478,
-22.786,
-21.201,
-19.732,
-18.391,
-17.186,
-16.127,
-15.224,
-14.484,
-13.915,
-13.523,
-13.315,
-13.294,
-13.463,
-13.824,
-14.377,
-15.123,
-16.062,
-17.194,
-18.516,
-20.026,
-21.719,
-23.591,
-25.635,
-27.84,
-30.196,
-32.691,
-35.314,
-38.06,
-40.921,
-43.888,
-46.95,
-50.097,
-53.313,
-56.58,
-59.871,
-63.153,
-66.392,
-69.553,
-72.605,
-75.52,
-78.274,
-80.839,
-83.185,
-85.279,
-87.087,
-88.581,
-89.741,
-90.545,
-90.99,
-91.09,
-90.885,
-90.442,
-89.835,
-89.125,
-88.373,
-87.651,
-87.029,
-86.579,
-86.375,
-86.458,
-86.889,
-87.781,
-89.193,
-91.125,
-93.492,
-96.059,
-98.54,
-100.692,
-102.202,
-102.653,
-101.748,
-99.364,
-95.6,
-90.907,
-85.896,
-81.131,
-77.179,
-74.819,
-74.172,
-74.225,
-73.815,
-71.363,
-66.267,
-60.395,
-54.823,
-48.293,
-37.429,
-15.248,
24.754,
83.815,
160.173,
247.898,
337.231,
420.846,
490.359,
537.343,
558.657,
551.521,
517.217,
461.056,
385.697,
295.464,
195.613,
92.101,
-4.339,
-83.488,
-139.751,
-172.67,
-188.587,
-195.752,
-198.669,
-198.355,
-192.609,
-178.938,
-158.172,
-133.12,
-107.242,
-83.798,
-64.427,
-49.823,
-40.436,
-35.946,
-35.632,
-38.602,
-43.698,
-49.881,
-56.196,
-61.599,
-65.168,
-66.444,
-65.424,
-62.404,
-57.9,
-52.439,
-46.565,
-40.919,
-36.124,
-32.528,
-30.213,
-29.09,
-28.945,
-29.561,
-30.735,
-32.221,
-33.767,
-35.222,
-36.529,
-37.674,
-38.673,
-39.506,
-40.128,
-40.503,
-40.622,
-40.48,
-40.075,
-39.411,
-38.496,
-37.351,
-36.015,
-34.519,
-32.882,
-31.119,
-29.236,
-27.239,
-25.15,
-22.997,
-20.815,
-18.65,
-16.536,
-14.495,
-12.543,
-10.684,
-8.916,
-7.233,
-5.622,
-4.066,
-2.554,
-1.078,
0.367,
1.783,
3.176,
4.559,
5.95,
7.369,
8.838,
10.369,
11.978,
13.676,
15.473,
17.375,
19.388,
21.509,
23.743,
26.092,
28.561,
31.156,
33.879,
36.734,
39.724,
42.849,
46.11,
49.509,
53.046,
56.722,
60.536,
64.491,
68.586,
72.82,
77.194,
81.706,
86.357,
91.147,
96.072,
101.127,
106.303,
111.59,
116.973,
122.438,
127.964,
133.525,
139.1,
144.666,
150.203,
155.697,
161.127,
166.475,
171.724,
176.856,
181.857,
186.724,
191.454,
196.047,
200.515,
204.868,
209.125,
213.315,
217.452,
221.545,
225.598,
229.604,
233.555,
237.441,
241.239,
244.922,
248.458,
251.797,
254.89,
257.677,
260.083,
262.035,
263.461,
264.276,
264.419,
263.842,
262.504,
260.383,
257.465,
253.744,
249.235,
243.964,
237.962,
231.282,
223.985,
216.14,
207.846,
199.19,
190.26,
181.153,
171.945,
162.703,
153.495,
144.369,
135.367,
126.527,
117.873,
109.421,
101.19,
93.183,
85.397,
77.824,
70.437,
63.217,
56.152,
49.226,
42.433,
35.774,
29.245,
22.855,
16.616,
10.539,
4.638,
-1.072,
-6.583,
-11.88,
-16.949,
-21.772,
-26.332,
-30.612,
-34.607,
-38.309,
-41.718,
-44.836,
-47.666,
-50.218,
-52.503,
-54.535,
-56.325,
-57.887,
-59.232,
-60.372,
-61.323,
-62.1,
-62.717,
-63.19,
-63.532,
-63.757,
-63.878,
-63.908,
-63.858,
-63.742,
-63.567,
-63.344,
-63.085,
-62.798,
-62.494,
-62.181,
-61.868,
-61.563,
-61.273,
-61.004,
-60.762,
-60.551,
-60.374,
-60.235,
-60.137,
-60.079,
-60.065,
-60.093,
-60.164,
-60.278,
-60.433,
-60.628,
-60.861,
-61.131,
-61.434,
-61.769,
-62.132,
-62.52,
-62.931,
-63.36,
-63.805,
-64.261,
-64.725,
-65.194,
-65.664,
-66.132,
-66.596,
-67.051,
-67.496,
-67.927,
-68.343,
-68.742,
-69.121,
-69.48,
-69.817,
-70.132,
-70.425,
-70.694,
-70.941,
-71.165,
-71.367,
-71.548,
-71.707,
-71.846,
-71.966,
-72.067,
-72.151,
-72.22,
-72.275,
-72.317,
-72.349,
-72.372,
-72.388,
-72.399,
-72.408,
-72.415,
-72.423,
-72.434,
-72.449,
-72.47,
-72.498,
-72.534,
-72.58,
-72.637,
-72.705,
-72.785,
-72.877,
-72.982,
-73.098,
-73.227,
-73.368,
-73.521,
-73.685,
-73.86,
-74.045,
-74.242,
-74.448,
-74.663,
-74.887,
-75.118,
-75.357,
-75.601,
-75.85,
-76.103,
-76.358,
-76.614,
-76.87,
-77.123,
-77.374,
-77.619,
-77.859,
-78.09,
-78.312,
-78.524,
-78.723,
-78.909,
-79.082,
-79.239,
-79.382,
-79.508,
-79.618,
-79.711,
-79.787,
-79.845,
-79.886,
-79.909,
-79.913,
-79.898,
-79.865,
-79.812,
-79.741,
-79.649,
-79.539,
-79.409,
-79.261,
-79.095,
-78.91,
-78.709,
-78.492,
-78.259,
-78.013,
-77.754,
-77.485,
-77.206,
-76.92,
-76.63,
-76.335,
-76.039,
-75.744,
-75.451,
-75.161,
-74.877,
-74.601,
-74.333,
-74.077,
-73.833,
-73.604,
-73.392,
-73.198,
-73.024,
-72.872,
-72.744,
-72.642,
-72.566,
-72.519,
-72.502,
-72.516,
-72.561,
-72.639,
-72.75,
-72.893,
-73.068,
-73.275,
-73.512,
-73.777,
-74.069,
-74.386,
-74.723,
-75.08,
-75.452,
-75.836,
-76.229,
-76.626,
-77.023,
-77.417,
-77.803,
-78.175,
-78.529,
-78.86,
-79.162,
-79.43,
-79.658,
-79.84,
-79.971,
-80.045,
-80.058,
-80.002,
-79.874,
-79.668,
-79.379,
-79.002,
-78.534,
-77.971,
-77.309,
-76.546,
-75.679,
-74.708,
-73.632,
-72.451,
-71.165,
-69.776,
-68.285,
-66.695,
-65.009,
-63.23,
-61.361,
-59.409,
-57.378,
-55.274,
-53.105,
-50.877,
-48.599,
-46.28,
-43.928,
-41.553,
-39.164,
-36.771,
-34.385,
-32.016,
-29.676,
-27.377,
-25.128,
-22.943,
-20.835,
-18.817,
-16.901,
-15.1,
-13.426,
-11.888,
-10.5,
-9.271,
-8.21,
-7.327,
-6.627,
-6.119,
-5.808,
-5.701,
-5.804,
-6.119,
-6.647,
-7.385,
-8.334,
-9.488,
-10.844,
-12.396,
-14.136,
-16.054,
-18.146,
-20.405,
-22.824,
-25.395,
-28.108,
-30.943,
-33.884,
-36.909,
-39.991,
-43.103,
-46.216,
-49.3,
-52.323,
-55.252,
-58.055,
-60.705,
-63.178,
-65.45,
-67.496,
-69.276,
-70.75,
-71.907,
-72.752,
-73.325,
-73.668,
-73.778,
-73.695,
-73.531,
-73.47,
-73.722,
-74.414,
-75.505,
-76.945,
-78.82,
-81.156,
-83.835,
-86.498,
-88.534,
-89.515,
-89.42,
-88.338,
-86.17,
-82.858,
-78.51,
-73.682,
-69.53,
-66.999,
-66.349,
-67.603,
-70.939,
-76.43,
-83.914,
-92.034,
-97.904,
-98.88,
-93.547,
-82.652,
-67.848,
-49.512,
-25.929,
8.13,
57.621,
124.238,
206.291,
295.725,
382.105,
456.82,
512.783,
547.246,
561.068,
555.07,
529.219,
483.827,
417.918,
331.298,
230.144,
122.638,
20.086,
-63.69,
-123.247,
-158.268,
-173.05,
-177.428,
-176.234,
-170.566,
-160.232,
-142.619,
-118.182,
-90.181,
-61.965,
-37.108,
-17.971,
-5.346,
0.749,
0.974,
-3.651,
-11.874,
-22.264,
-33.485,
-44.062,
-52.645,
-58.572,
-61.665,
-62.108,
-60.43,
-57.226,
-53.055,
-48.682,
-44.886,
-42.058,
-40.334,
-39.646,
-39.735,
-40.369,
-41.343,
-42.359,
-43.111,
-43.436,
-43.266,
-42.618,
-41.576,
-40.187,
-38.481,
-36.509,
-34.325,
-31.974,
-29.489,
-26.892,
-24.198,
-21.438,
-18.654,
-15.887,
-13.172,
-10.528,
-7.969,
-5.502,
-3.132,
-0.863,
1.306,
3.378,
5.353,
7.235,
9.023,
10.722,
12.337,
13.878,
15.354,
16.777,
18.158,
19.506,
20.83,
22.135,
23.429,
24.719,
26.011,
27.312,
28.632,
29.981,
31.369,
32.808,
34.311,
35.887,
37.546,
39.3,
41.158,
43.127,
45.216,
47.43,
49.777,
52.263,
54.895,
57.679,
60.622,
63.73,
67.007,
70.459,
74.088,
77.899,
81.893,
86.066,
90.418,
94.947,
99.653,
104.536,
109.594,
114.82,
120.205,
125.738,
131.408,
137.198,
143.088,
149.046,
155.046,
161.063,
167.08,
173.087,
179.071,
185.018,
190.913,
196.742,
202.499,
208.181,
213.78,
219.287,
224.69,
229.988,
235.191,
240.323,
245.4,
250.423,
255.379,
260.241,
264.985,
269.583,
273.998,
278.185,
282.083,
285.635,
288.795,
291.531,
293.809,
295.589,
296.812,
297.411,
297.33,
296.539,
295.024,
292.784,
289.823,
286.154,
281.81,
276.846,
271.336,
265.346,
258.926,
252.116,
244.958,
237.503,
229.817,
221.972,
214.028,
206.033,
198.025,
190.039,
182.11,
174.262,
166.505,
158.829,
151.213,
143.65,
136.142,
128.702,
121.344,
114.075,
106.9,
99.82,
92.849,
86,
79.286,
72.72,
66.311,
60.071,
54.024,
48.195,
42.617,
37.31,
32.289,
27.562,
23.137,
19.018,
15.208,
